State,County,Under5yrsPopulation_total ,Under5yrsPopulation_female,t5to17yrsPopulation_total,t5to17yrs_Female,t18to24yearsPopulation,t18to24yrs_Female,t25to34yrs_Population,t25to34years_Female,t35to44yrs_Population,t35to44yrs_Female,t45to64yrs_Population,t45to64yrs_Female,t65to84years_Population,t65to84yrs_Female,t85to99yrs_Population,t85to99yrs_Female,t100_years_and_Over_Population,t100yrs_and_over_Female
California,Sonoma County,22615,11073,73096,35784,39082,18916,60699,29919,62735,31476,128614,66630,90886,49472,10956,6923,180,135
California,Stanislaus County,35390,17259,109580,53545,52078,25417,75697,38053,72124,36299,129576,66340,69445,37798,8854,5508,134,101
California,Sutter County,6255,3072,18797,9088,8968,4213,13251,6407,12453,6252,23958,12289,14013,7549,1903,1153,35,25
California,Tehama County,3861,1922,12117,5840,4905,2380,7780,3845,7524,3706,16477,8367,11798,6169,1349,763,18,10
California,Trinity County,711,341,1982,908,956,356,1967,844,2014,802,4476,1947,3673,1678,322,158,11,10
California,Tulare County,33927,16760,108097,53150,47246,23189,64337,32115,60661,30742,101011,51112,51696,27581,6069,3702,73,56
California,Tuolumne County,2360,1189,6992,3396,3603,1610,6369,2655,6398,2764,14845,7337,13475,6953,1558,915,20,11
California,Ventura County,43544,21339,144101,70800,77970,37892,107733,52899,105502,53639,222467,114444,124398,67205,17869,10978,259,194
California,Yolo County,11307,5550,33840,16588,37721,20381,29900,14718,26293,13548,47133,24529,26534,14459,3602,2287,73,51
California,Yuba County,5905,2833,16125,7838,7545,3500,12045,5888,10665,5288,18375,9427,9897,5136,1002,596,16,6
Colorado,Adams County,33464,16423,99837,48646,48693,23372,82959,40150,77662,37968,119134,59209,52318,28148,5460,3408,45,31
Colorado,Alamosa County,916,431,2916,1426,2088,1060,2259,1139,1913,976,3639,1880,2373,1254,262,179,10,8
Colorado,Arapahoe County,37555,18477,115835,56253,54679,26460,102521,49814,94547,47130,159474,81454,81077,44271,9287,5956,95,81
Colorado,Archuleta County,554,264,1857,904,609,280,1203,616,1474,717,3875,1994,3535,1716,249,143,3,1
Colorado,Baca County,193,86,560,270,240,106,380,171,358,183,885,429,751,379,136,90,3,3
Colorado,Bent County,211,120,694,344,405,139,869,202,879,253,1562,596,920,426,108,72,2,0
Colorado,Boulder County,13858,6766,48260,23341,44786,21061,47326,21817,42020,21029,83245,42254,46124,24468,5099,3191,40,37
Colorado,Broomfield County,3531,1737,12665,6224,6165,2956,11899,5550,10446,5252,18542,9315,9721,5332,1135,735,8,7
Colorado,Chaffee County,716,330,2289,1130,839,378,2296,902,2585,1076,5546,2725,4746,2416,457,267,2,2
Colorado,Cheyenne County,65,35,345,172,105,39,179,89,208,98,455,235,343,167,47,39,1,0
Colorado,Clear Creek County,367,163,1019,478,454,205,1145,511,1301,599,3116,1511,1898,872,94,60,3,3
Colorado,Conejos County,418,203,1528,772,513,244,699,345,860,433,1830,931,1436,701,174,106,3,0
Colorado,Costilla County,134,77,486,206,213,95,325,171,310,146,1054,521,884,409,93,48,0,0
Colorado,Crowley County,148,75,490,244,404,82,1080,139,1181,148,1728,447,797,327,87,59,7,7
Colorado,Custer County,179,85,529,270,199,101,289,146,424,214,1492,786,1504,706,83,39,5,4
Colorado,Delta County,1411,699,4792,2382,1805,827,3021,1430,3341,1613,8259,4184,7720,3945,835,507,12,10
Colorado,Denver County,38401,19047,96059,47122,64854,33694,171468,84664,113089,53871,145893,71181,76160,41343,9474,6097,124,98
Colorado,Dolores County,88,51,314,128,122,58,241,128,270,136,724,361,504,228,63,39,0,0
Colorado,Douglas County,19973,9741,71999,35090,26324,12574,39842,20103,51271,26283,101990,51685,42548,22551,3983,2431,48,37
Colorado,Eagle County,2866,1400,9602,4496,4341,2015,8606,4016,8656,4102,15197,7381,6167,2982,293,169,3,1
Colorado,Elbert County,1194,583,4473,2206,1729,792,2229,1102,3068,1537,8729,4429,4396,2175,244,142,0,0
Colorado,El Paso County,44734,21753,126950,61814,78948,35759,112533,53987,94714,47028,172297,88370,90138,48822,10011,6273,70,57
Colorado,Fremont County,1868,895,5867,2915,3051,1254,6312,1963,6693,2118,13733,5979,10241,5175,1158,669,16,14
Colorado,Garfield County,3853,1911,11666,5740,5022,2377,8501,4121,9113,4487,15040,7508,7692,3911,793,495,5,3
Colorado,Gilpin County,169,78,723,379,291,131,634,302,810,368,2117,978,1029,486,32,13,3,2
Colorado,Grand County,594,306,2033,974,1097,513,2218,1003,2110,972,4796,2326,2705,1251,161,88,3,1
Colorado,Gunnison County,724,335,2166,1032,2482,1121,2478,1120,2321,1090,4250,2037,2329,1077,165,94,3,3
Colorado,Hinsdale County,27,15,104,47,34,17,57,22,69,39,245,130,236,104,16,7,0,0
Colorado,Huerfano County,223,109,875,400,336,163,562,287,625,303,2025,1010,1981,967,193,105,0,0
Colorado,Jackson County,58,34,184,96,69,34,146,72,177,81,406,195,306,145,33,16,0,0
Colorado,Jefferson County,28688,13953,85156,41650,45346,21313,86481,41568,81148,39832,154383,78445,90825,48651,10753,6722,130,92
Colorado,Kiowa County,106,58,241,107,84,36,162,98,149,63,374,203,279,140,47,29,4,0
Colorado,Kit Carson County,450,224,1332,619,453,216,829,425,870,423,1784,888,1201,621,168,100,0,0
Colorado,Lake County,408,195,1144,582,699,296,1355,617,1143,485,1755,813,877,424,55,25,0,0
Colorado,La Plata County,2435,1211,7934,3729,5435,2582,6890,3360,7275,3466,14666,7432,10209,5115,781,462,13,9
Colorado,Larimer County,16645,8136,53088,25864,44787,23032,53271,25430,46034,22534,84060,43110,54799,29100,6292,3987,90,69
Colorado,Las Animas County,599,312,1912,917,1018,429,1622,699,1624,704,4041,2019,3351,1608,384,269,4,2
Colorado,Lincoln County,314,149,876,407,385,149,879,268,798,261,1449,610,862,446,112,66,0,0
Colorado,Logan County,1132,558,2965,1397,2013,901,3168,1119,2857,1044,5453,2423,3452,1744,485,285,3,0
Colorado,Mesa County,7909,3894,24739,11947,14768,7241,18850,9276,19140,9388,38275,19742,28434,14934,3552,2184,36,23
Colorado,Mineral County,32,13,60,33,34,19,83,44,80,41,280,143,271,134,24,10,1,0
Colorado,Moffat County,796,373,2503,1186,1011,489,1732,839,1643,781,3444,1715,1957,961,202,128,4,0
Colorado,Montezuma County,1265,609,4120,2039,1678,785,2895,1464,2857,1409,6903,3596,5530,2830,598,360,3,1
Colorado,Montrose County,2091,1018,6980,3374,2920,1378,4215,2096,4936,2505,11071,5629,9400,4903,1051,631,15,12
Colorado,Morgan County,2080,1028,5641,2769,2431,1128,3833,1893,3410,1640,6853,3393,4163,2194,693,467,7,6
Colorado,Otero County,1021,496,3351,1674,1512,730,2073,1010,2129,1064,4591,2355,3564,1874,441,266,8,6
Colorado,Ouray County,126,60,565,270,193,86,398,202,530,266,1657,859,1335,648,67,32,3,3
Colorado,Park County,635,325,2160,999,752,357,1827,879,2254,1024,6052,2883,3562,1614,146,88,2,1
Colorado,Phillips County,277,143,852,424,297,136,518,263,518,264,1101,546,788,416,176,120,3,3
Colorado,Pitkin County,672,350,2205,1076,1216,581,2583,1241,2418,1202,5046,2499,3051,1402,163,81,4,4
Colorado,Prowers County,778,382,2261,1110,1102,537,1413,698,1380,704,2887,1472,1941,1002,229,158,8,7
Colorado,Pueblo County,8899,4425,28400,13733,13766,6612,20664,10338,20433,10282,42863,21859,29305,15491,3798,2336,34,33
Colorado,Rio Blanco County,364,191,1276,586,590,284,721,377,833,416,1584,800,1055,490,106,58,0,0
Colorado,Rio Grande County,593,303,1987,976,788,386,1214,602,1336,689,2993,1519,2364,1192,260,144,4,4
Colorado,Routt County,1108,565,3661,1798,1688,772,3455,1610,3675,1765,7119,3521,3865,1850,256,153,2,0
Colorado,Saguache County,319,149,953,480,374,173,663,323,719,340,1801,910,1440,700,94,42,5,2
Colorado,San Juan County,17,12,88,35,21,11,116,59,98,44,200,80,154,78,10,6,1,1
Colorado,San Miguel County,323,157,1234,572,537,246,1297,610,1100,539,2437,1175,1097,482,47,29,0,0
Colorado,Sedgwick County,102,45,382,200,122,63,254,122,236,114,644,300,558,287,99,65,7,2
Colorado,Summit County,1345,631,3857,1808,2326,1048,6366,2719,4741,2143,8388,3948,3935,1809,93,43,4,2
Colorado,Teller County,871,421,3295,1571,1327,620,2169,1010,2679,1316,8369,4265,5719,2813,275,168,6,6
Colorado,Washington County,273,128,822,377,296,133,553,257,597,269,1230,588,922,460,124,77,0,0
Colorado,Weld County,22744,11203,64404,31326,32229,16409,47728,23530,45694,22219,74875,37329,37488,19725,3774,2360,45,37
Colorado,Yuma County,671,303,1997,1032,666,302,1278,627,1193,552,2360,1155,1593,847,228,139,2,0
Connecticut,Fairfield County,50363,24703,163886,79778,84760,42377,113559,57074,122590,63318,266895,138666,132759,72581,22280,14470,327,259
Connecticut,Hartford County,45682,22415,140391,69016,77597,37896,119414,60103,111841,57352,242622,126324,138678,76711,22967,15131,306,246
Connecticut,Litchfield County,7552,3732,25755,12469,13402,6365,19813,9729,20232,10144,57631,29430,36153,18964,4566,2905,82,72
Connecticut,Middlesex County,6496,3120,21766,10670,14181,7023,19074,9539,18004,9138,49613,25511,30592,16337,4449,2878,70,61
Connecticut,New Haven County,42286,20946,131555,64182,85815,42994,115045,58890,103077,53703,230760,120321,135058,74421,20889,13693,350,294
Connecticut,New London County,12703,6218,38930,19142,23458,11038,35542,16948,31355,15889,75027,38646,45204,24005,6259,3985,77,60
Connecticut,Tolland County,6138,3020,20066,9730,24154,12052,17431,8430,15838,7831,40663,20558,22749,11926,2692,1716,57,41
Connecticut,Windham County,5611,2734,17537,8563,11562,5723,14437,7084,13875,6895,32895,16696,18145,9667,2313,1508,43,35
Delaware,Kent County,10762,5274,31284,15460,18280,8991,22723,11651,21008,11125,45132,23968,29569,16313,3052,1865,41,25
Delaware,New Castle County,29685,14558,91158,44945,57682,29037,76952,39245,71674,37055,150208,78550,82732,45765,10530,6786,98,78
Delaware,Sussex County,10783,5239,32733,16032,15241,7380,22990,11603,23388,11740,63688,33908,62844,33179,5653,3410,58,47
District of Columbia,District of Columbia,37068,18160,77316,38074,83106,47937,162577,87580,105015,53994,137687,70597,76291,43552,10255,6676,230,198
Florida,Alachua County,13776,6797,36787,18128,55511,29574,43677,21849,30744,15589,55936,29341,37277,20184,4677,2962,83,63
Florida,Baker County,1571,805,5050,2393,2317,1082,3765,1504,3833,1659,7457,3429,3887,2046,368,223,11,8
Florida,Bay County,8911,4350,26646,13054,13455,6503,21993,10731,22024,10827,49788,25249,29179,15359,3198,1998,22,22
Florida,Bradford County,1363,660,3948,1944,2157,901,3933,1390,3922,1391,7691,3372,4659,2412,617,403,13,13
Florida,Brevard County,25819,12639,83698,40719,42767,20165,64332,31712,64174,32783,176654,91876,131011,69640,17971,10840,186,140
Florida,Broward County,97385,47868,300952,147359,153997,75591,250115,128348,259615,136232,547539,283284,293320,160066,40791,26343,661,514
Florida,Calhoun County,640,313,2085,1032,978,416,1695,604,1764,671,3855,1746,2332,1166,279,174,20,16
Florida,Charlotte County,5317,2593,17290,8407,9166,4343,13537,6360,13543,6693,52594,28186,67394,34666,7939,4425,67,49
Florida,Citrus County,5353,2544,17003,8393,7544,3612,12094,6012,12044,6049,42402,22553,51069,26559,6282,3624,52,43
Florida,Clay County,11691,5776,40415,19704,17477,8499,24617,12524,27888,14583,58709,30321,33555,18236,3854,2395,39,32
Florida,Collier County,14441,7109,48142,23594,24467,11712,32943,16244,35939,18412,97155,51570,108213,56585,14330,7624,122,94
Florida,Columbia County,3638,1823,11247,5519,5041,2379,8134,3806,8412,3946,18887,9209,13066,6690,1246,697,27,24
Florida,DeSoto County,1780,874,5188,2483,2712,1162,4144,1707,3953,1623,8493,3841,6944,3503,753,415,9,6
Florida,Dixie County,700,332,2329,1121,1021,454,1811,662,2067,769,4950,2201,3597,1728,276,164,8,6
Florida,Duval County,59075,28962,154889,75486,93720,46793,152073,77433,128560,66115,255020,133223,136161,75363,15830,10339,239,202
Florida,Escambia County,17203,8445,46557,22788,35012,16134,44382,21724,36221,18246,81656,42248,54008,29584,6800,4364,66,48
Florida,Flagler County,4193,2004,14799,7203,6880,3328,9227,4765,10809,5681,32280,17475,33482,17429,3679,2135,29,21
Florida,Franklin County,431,205,1465,685,684,282,1415,502,1397,526,3669,1764,3156,1555,224,131,10,7
Florida,Gadsden County,2267,1134,6942,3379,3392,1703,4633,2203,5575,2792,12273,6397,7911,4307,815,545,18,14
Florida,Gilchrist County,877,421,2813,1397,1378,617,2009,896,2032,903,4966,2428,3396,1782,384,234,9,4
Florida,Glades County,512,241,1526,772,848,269,1666,521,1475,553,2975,1307,2840,1345,281,142,3,0
Florida,Gulf County,556,270,1815,878,920,408,1605,609,1544,641,4256,2051,3211,1606,271,142,14,8
Florida,Hamilton County,678,323,1997,946,980,402,1882,614,1815,607,4006,1676,2410,1225,231,133,5,2
Florida,Hardee County,1575,753,4912,2368,2211,1038,3235,1358,3151,1365,5970,2683,3842,1948,427,257,4,3
Florida,Hendry County,2504,1194,7671,3753,3912,1625,5592,2326,4959,2348,9347,4609,4999,2488,609,358,26,17
Florida,Hernando County,8444,4129,27407,13568,12827,6223,18979,9597,19675,10202,52504,27883,48453,25784,6176,3615,50,30
Florida,Highlands County,4193,2093,13518,6609,5967,2939,8797,4432,8757,4571,24452,12938,31296,16434,4202,2296,53,42
Florida,Hillsborough County,80404,39621,240327,117053,145092,73650,209721,106663,196573,101055,367040,188897,196531,107696,23827,14996,247,189
Florida,Holmes County,990,507,3065,1451,1449,609,2461,996,2272,953,5356,2487,3648,1886,399,255,13,9
Florida,Indian River County,5990,2922,19412,9435,9460,4509,13835,6895,14143,7313,42488,22834,47658,25235,6727,3882,75,52
Florida,Jackson County,2226,1063,6822,3285,3661,1580,6050,2215,6125,2379,12854,5830,8554,4532,1007,660,20,18
Florida,Jefferson County,596,279,1859,915,892,401,1421,618,1615,703,4537,2180,3238,1705,339,216,13,10
Florida,Lafayette County,286,133,1121,580,613,266,1078,287,1099,350,2332,993,1517,745,171,109,9,3
Florida,Lake County,17165,8401,54347,26758,26384,13043,40137,20544,40597,20922,99737,52239,93725,50232,11763,6736,101,70
Florida,Lee County,32920,15878,99577,48359,57157,28440,77093,38529,76640,38860,195999,103086,198653,103074,22527,12953,256,199
Florida,Leon County,14879,7354,40728,20028,55227,30146,42294,21480,33608,17879,62530,33330,38627,21177,4256,2814,49,42
Florida,Levy County,2113,1017,6509,3159,2735,1316,4320,2209,4317,2224,12112,6337,9911,5041,895,507,3,1
Florida,Liberty County,366,173,1101,537,622,216,1323,361,1169,358,2208,866,1087,554,93,46,5,2
Florida,Madison County,868,398,2712,1343,1173,552,2019,925,2141,917,4970,2352,3664,1878,408,279,13,6
Florida,Manatee County,17419,8617,55658,27465,26970,13228,39828,20022,41148,21102,107312,56751,98925,52531,12350,7184,100,82
Florida,Marion County,16643,7991,50908,24774,24208,11861,37806,19742,37170,19403,96975,51680,100035,53583,12063,6843,100,70
Florida,Martin County,5960,2909,20216,9853,9510,4424,13985,6466,14907,7271,44047,22694,42916,22713,6827,3932,63,41
Florida,Miami-Dade County,129651,63218,393496,192390,237516,117330,367609,185907,362709,186360,746459,387781,400536,228023,62880,40723,911,704
Florida,Monroe County,3049,1516,9208,4493,4614,2171,9508,4716,10001,4863,27093,13144,17967,8371,1411,724,23,11
Florida,Nassau County,4305,2093,13861,6811,5927,2884,9116,4623,10010,5128,25751,13497,19537,10179,1817,1086,28,22
Florida,Okaloosa County,12800,6258,34413,16923,18356,8234,31075,14655,26952,13240,52853,26915,31306,16936,3868,2362,45,34
Florida,Okeechobee County,2220,1054,6492,3079,2996,1398,4757,2052,4610,2021,10346,4850,7418,3712,800,429,5,2
Florida,Orange County,77243,37790,236867,116095,166249,85213,221804,112229,202646,104284,347744,178159,158555,87608,18566,11839,234,179
Florida,Osceola County,20771,10078,70069,34101,36970,18199,52555,27074,54334,28749,99301,52024,49549,27302,5040,3133,67,53
Florida,Palm Beach County,68400,33526,215167,105082,115230,56574,169046,85416,172856,89371,389405,203939,305061,167598,56237,33735,789,603
Florida,Pasco County,26771,13430,87094,42665,41295,20517,58853,30014,66833,34753,153330,79248,114340,61565,13236,7930,139,109
Florida,Pinellas County,36491,17912,112495,55051,63457,31870,111595,56746,107784,55016,285095,148540,211630,114313,30137,19013,423,347
Florida,Polk County,38868,19152,119742,58593,62618,31661,88981,45319,85753,44061,179943,93108,134390,72195,14598,8619,153,116
Florida,Putnam County,3830,1920,11307,5437,5258,2561,7528,3755,7428,3698,20263,10388,15994,8225,1692,1027,21,13
Florida,St. Johns County,13296,6552,49528,24120,18763,9469,23368,12210,35260,18546,75480,39294,51895,27547,5759,3514,76,55
Florida,St. Lucie County,15741,7754,49744,24151,24144,11631,35416,17868,36104,18760,88422,46609,71043,37582,8534,4982,78,59
Florida,Santa Rosa County,10276,5006,32530,15744,14115,6568,23556,10795,24443,11775,51654,25930,28760,15134,2643,1610,23,22
Florida,Sarasota County,13164,6487,46378,22622,23542,11566,34383,16934,36959,18874,116429,62494,141505,75537,21396,12441,250,191
Florida,Seminole County,23307,11361,76767,37719,43393,21380,63546,31993,63274,32975,123836,64996,67605,37732,9027,5835,101,75
Florida,Sumter County,2155,1026,6901,3348,3489,1496,6705,2407,7608,2680,26522,13786,70674,37229,5645,2997,53,40
Florida,Suwannee County,2161,1076,7034,3461,3103,1401,4721,2069,4826,2229,11707,5711,8856,4574,1054,676,12,9
Florida,Taylor County,1083,537,3231,1552,1455,614,2761,1071,2683,1028,6026,2709,4121,2071,431,268,5,4
Florida,Union County,745,337,2309,1142,1174,460,2247,710,2315,725,4850,1533,2331,833,171,109,5,4
Florida,Volusia County,23433,11616,71987,35101,45636,21659,59309,29496,57319,28940,153635,80043,125625,66888,16406,10080,193,149
Florida,Wakulla County,1641,840,5269,2543,2206,998,4181,1722,4580,1904,10059,4574,5417,2723,404,241,7,1
Florida,Walton County,3916,1956,11434,5615,4821,2287,8346,3894,9566,4572,21950,11024,14040,7178,1211,706,21,17
Florida,Washington County,1249,611,3895,1894,1894,884,2984,1227,3196,1316,7286,3376,4326,2251,483,297,5,4
Georgia,Appling County,1101,548,3385,1674,1555,678,2020,983,2216,1116,4858,2476,3029,1649,273,171,7,6
Georgia,Atkinson County,562,278,1595,782,774,371,953,485,1069,554,2172,1079,1084,547,77,43,0,0
Georgia,Bacon County,746,342,2084,1024,954,468,1283,640,1361,703,2785,1371,1753,956,172,122,2,2
Georgia,Baker County,164,88,437,215,197,100,294,149,298,168,830,425,571,310,79,43,6,5
Georgia,Baldwin County,1892,924,6175,3031,6989,3889,5104,2348,4991,2281,11072,5499,6787,3737,774,540,15,12
Georgia,Banks County,1037,483,3098,1462,1625,757,2015,1014,2228,1128,4885,2434,2922,1505,224,133,1,0
Georgia,Barrow County,5408,2576,15902,7877,7232,3498,11407,5808,11468,5794,20930,10815,10304,5695,845,552,9,9
Georgia,Bartow County,6346,3054,18985,9308,9463,4745,14317,7247,13659,6883,29842,15016,14886,8048,1403,888,0,0
Georgia,Ben Hill County,945,481,3084,1533,1349,684,1910,1022,2062,1095,4591,2352,2976,1659,273,181,4,4
Georgia,Berrien County,1103,528,3367,1629,1427,717,2087,1081,2169,1113,4815,2412,2877,1569,310,198,5,3
Georgia,Bibb County,9269,4626,27175,13323,15730,8224,21022,11175,18565,9806,39035,20745,23562,13253,2949,2035,39,34
Georgia,Bleckley County,639,329,2331,1030,1622,625,1407,788,1314,698,3083,1633,1985,1074,200,124,2,2
Georgia,Brantley County,1079,548,3250,1553,1534,772,2096,1079,2070,1043,4997,2531,2749,1435,246,157,0,0
Georgia,Brooks County,861,429,2693,1356,1102,533,1787,940,1840,932,4523,2352,3044,1649,447,303,4,4
Georgia,Bryan County,2943,1412,9967,4858,3599,1759,5543,2931,6771,3575,10805,5552,4675,2556,426,260,9,7
Georgia,Bulloch County,4571,2302,12034,5934,19338,9461,10927,5166,8631,4259,15834,8063,8854,4865,893,570,17,13
Georgia,Burke County,1416,759,4402,2156,1950,958,2656,1411,2796,1466,6977,3584,4037,2194,362,241,0,0
Georgia,Butts County,1273,616,3801,1915,2219,936,3651,1382,3311,1344,6968,3306,3851,2058,356,252,4,4
Georgia,Calhoun County,196,88,690,340,484,156,825,200,872,276,1570,637,815,408,121,88,0,0
Georgia,Camden County,3529,1755,9431,4639,6347,2487,8388,4093,6219,3158,12937,6889,7414,3845,490,301,13,13
